Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,log_difference
RECQL5,4,1,1,0,144,8,0,1,0,159,144,144,5.49514350725605
MCM5,0,0,1,0,111,3,0,5,0,120,101,101,5.4950172039021
CNKSR1,8,4,0,0,125,9,0,5,0,151,135,135,5.49489546478625
ZBTB17,1,0,2,0,91,3,0,4,0,101,81,81,5.49479807374925
ANKRD6,13,2,2,0,114,1,0,0,0,132,114,114,5.49413193810482
CCP110,4,1,1,0,112,10,0,4,0,132,114,114,5.49413193810482
SEC63,2,1,1,0,111,9,0,8,0,132,114,114,5.49413193810482
AFP,8,3,1,0,120,9,0,1,0,142,125,125,5.49401624629688
BMX,1,0,1,0,122,13,0,4,1,142,125,125,5.49401624629688
MYO1C,3,2,0,0,126,6,0,5,0,142,125,125,5.49401624629688
PAPOLA,5,0,0,0,117,10,1,9,0,142,125,125,5.49401624629688
TBX20,1,0,0,0,127,9,0,5,0,142,125,125,5.49401624629688
ZNF496,3,1,0,0,129,6,0,3,0,142,125,125,5.49401624629688
GTF2IRD1,1,0,0,0,147,8,1,9,0,166,152,152,5.49376772994174
OR5I1,4,6,0,0,151,4,0,0,1,166,152,152,5.49376772994174
FCRL1,2,1,0,0,167,7,0,2,0,179,167,167,5.49215300786337
MBTPS2,7,2,0,0,84,4,0,2,0,99,79,79,5.49140046623689
BTNL8,11,0,0,0,135,3,0,1,0,150,134,134,5.49097922959526
KCNA3,3,0,0,0,142,5,0,0,0,150,134,134,5.49097922959526
SLC22A10,6,2,1,0,128,8,1,3,1,150,134,134,5.49097922959526
ADAM17,6,0,2,0,109,6,1,7,0,131,113,113,5.49063713928919
C3AR1,5,0,1,1,111,12,0,1,0,131,113,113,5.49063713928919
KIAA1586,5,1,1,0,108,15,1,0,0,131,113,113,5.49063713928919
MID1,4,1,0,0,116,8,0,2,0,131,113,113,5.49063713928919
CHRDL1,4,1,0,0,114,12,0,10,0,141,124,124,5.49025997548084
TRIM36,4,0,0,0,120,13,0,4,0,141,124,124,5.49025997548084
KRT76,4,0,0,0,106,3,0,4,1,118,99,99,5.48899072673328
OR2G6,4,2,0,0,177,11,1,0,1,196,187,187,5.48846323376829
ATF6,3,2,0,0,103,19,0,3,0,130,112,112,5.48714657529111
ABLIM3,2,1,0,0,145,7,0,2,0,157,142,142,5.4870887813437
IFIH1,10,5,1,0,118,18,1,3,1,157,142,142,5.4870887813437
NOD1,6,1,1,0,141,4,0,4,0,157,142,142,5.4870887813437
CLIP4,8,2,1,0,126,9,0,3,0,149,133,133,5.48705361047132
EDEM3,10,3,0,0,117,13,0,6,0,149,133,133,5.48705361047132
FOXA1,13,3,15,0,115,1,1,1,0,149,133,133,5.48705361047132
IKZF2,2,2,0,0,128,15,0,2,0,149,133,133,5.48705361047132
MOV10,4,0,1,0,132,8,0,4,0,149,133,133,5.48705361047132
MTMR12,0,2,4,0,121,16,0,5,1,149,133,133,5.48705361047132
PCCA,11,0,1,0,120,15,0,2,0,149,133,133,5.48705361047132
TBC1D25,5,1,2,0,133,8,0,0,0,149,133,133,5.48705361047132
CEP85L,8,3,0,0,116,10,0,3,0,140,123,123,5.48649934296508
FAM227B,6,0,0,0,117,13,0,4,0,140,123,123,5.48649934296508
IMMT,4,2,1,0,112,18,0,3,0,140,123,123,5.48649934296508
DYNC1I2,11,4,0,1,93,5,0,3,0,117,98,98,5.48601043332395
IKBIP,9,0,0,0,100,6,0,1,1,117,98,98,5.48601043332395
LUZP2,1,4,0,0,139,22,0,5,0,171,158,158,5.48596594037759
OTOG,3,0,0,0,86,2,0,4,0,95,75,75,5.48559556436269
ZNF148,11,4,0,0,140,6,0,2,1,164,150,150,5.48555928825098
FBXO42,3,2,0,0,114,8,0,2,0,129,111,111,5.48366085042403
KBTBD8,1,0,1,0,113,14,0,0,0,129,111,111,5.48366085042403
CDC73,2,2,2,0,124,11,0,7,0,148,132,132,5.48311871952136
IVL,5,0,1,0,133,8,0,1,0,148,132,132,5.48311871952136
LMX1A,0,2,0,0,126,17,1,2,0,148,132,132,5.48311871952136
SH3RF1,14,3,3,0,116,8,0,4,0,148,132,132,5.48311871952136
NOP56,4,0,3,0,97,11,0,1,0,116,97,97,5.48305389201842
BRD2,9,9,5,0,120,9,0,4,0,156,141,141,5.48304270202693
PCDP1,2,2,0,0,139,9,0,4,0,156,141,141,5.48304270202693
RIPK4,4,8,1,0,125,14,0,4,0,156,141,141,5.48304270202693
SLC24A4,3,0,0,0,139,10,0,4,0,156,141,141,5.48304270202693
LILRA2,6,1,0,0,164,10,1,1,0,183,172,172,5.4828625685645
HAPLN1,4,2,0,0,122,9,0,2,0,139,122,122,5.48273463439972
JADE3,3,0,0,0,125,8,0,3,0,139,122,122,5.48273463439972
TUT1,11,2,1,0,120,4,0,1,0,139,122,122,5.48273463439972
ZFYVE20,3,1,0,0,129,6,0,0,0,139,122,122,5.48273463439972
OR8K3,3,3,0,0,152,10,1,0,1,170,157,157,5.48179080009289
TSPEAR,5,1,1,0,148,12,0,3,0,170,157,157,5.48179080009289
ARMC5,4,2,2,0,146,6,0,3,0,163,149,149,5.48143324119255
GRIN2D,6,0,0,0,150,3,0,4,0,163,149,149,5.48143324119255
JAG2,14,0,0,0,136,10,0,3,0,163,149,149,5.48143324119255
JPH1,5,0,0,0,143,12,0,3,0,163,149,149,5.48143324119255
ZNF879,0,1,1,0,81,7,0,0,0,90,70,70,5.48058841333883
KMO,13,3,1,0,96,12,1,2,0,128,110,110,5.48018059789072
USP45,11,1,0,0,103,11,0,2,0,128,110,110,5.48018059789072
OR5H15,2,0,1,0,137,6,0,0,1,147,131,131,5.47917467649005
KDM2A,7,0,0,0,135,10,0,3,0,155,140,140,5.47898416434726
GIMAP6,1,1,0,0,124,12,0,0,0,138,121,121,5.47896615019165
IL12RB1,4,0,0,0,119,10,1,4,0,138,121,121,5.47896615019165
RECK,14,4,0,0,124,15,0,5,0,162,148,148,5.47729257812949
SYTL4,2,0,1,0,140,15,0,4,0,162,148,148,5.47729257812949
ZMYM5,10,3,1,1,85,12,0,2,0,114,95,95,5.4772178297614
ZNF619,5,0,0,0,100,8,1,0,0,114,95,95,5.4772178297614
ZNF714,3,1,1,0,94,12,0,3,0,114,95,95,5.4772178297614
BRAT1,3,1,1,0,117,5,0,0,0,127,109,109,5.47670648124438
ZNF224,3,0,0,0,113,11,0,0,0,127,109,109,5.47670648124438
OLFM3,2,2,0,0,157,11,0,3,0,175,163,163,5.47531671698917
OR5W2,4,2,0,0,160,5,1,0,3,175,163,163,5.47531671698917
SOX9,20,32,9,1,91,18,1,3,0,175,163,163,5.47531671698917
CD1A,2,0,0,0,127,11,0,6,0,146,130,130,5.4752216091336
PACS2,2,1,11,0,129,1,0,2,0,146,130,130,5.4752216091336
PTPRA,3,0,0,0,119,14,0,10,0,146,130,130,5.4752216091336
USP35,10,3,2,0,124,5,0,2,0,146,130,130,5.4752216091336
ACAP2,7,2,1,0,108,14,0,5,0,137,120,120,5.47519420622295
DDX50,9,4,3,0,96,22,0,3,0,137,120,120,5.47519420622295
MARK3,6,4,1,1,111,12,0,2,0,137,120,120,5.47519420622295
NONO,4,1,1,0,111,18,0,2,0,137,120,120,5.47519420622295
SDPR,2,1,0,0,126,7,0,0,1,137,120,120,5.47519420622295
STK33,7,4,0,1,109,12,0,4,0,137,120,120,5.47519420622295
SYNPO,11,1,0,0,121,4,0,0,0,137,120,120,5.47519420622295
ZNF248,8,3,3,1,111,9,0,2,0,137,120,120,5.47519420622295
CTAGE5,10,2,0,0,120,16,1,5,0,154,139,139,5.47491318763908
WAC,8,1,1,0,121,15,0,8,0,154,139,139,5.47491318763908
ZCCHC14,14,0,0,0,133,3,0,4,0,154,139,139,5.47491318763908
LPL,3,0,1,0,102,4,0,3,0,113,94,94,5.47434136969001
FZD10,2,1,0,0,158,7,0,0,0,168,155,155,5.47339231753498
ARMC2,2,2,0,0,108,12,0,2,0,126,108,108,5.473239195934
C17orf47,1,0,1,0,110,13,0,1,0,126,108,108,5.473239195934
PFKL,5,1,1,0,112,5,0,2,0,126,108,108,5.473239195934
SCFD2,4,0,0,0,112,7,0,3,0,126,108,108,5.473239195934
NOX5,14,2,2,0,129,10,0,4,0,161,147,147,5.47313725221784
NSUN7,3,5,2,0,89,12,0,1,0,112,93,93,5.47149479155097
ITIH4,4,0,1,0,121,4,0,6,0,136,119,119,5.47141913460805
LIMA1,7,1,0,0,105,20,0,2,1,136,119,119,5.47141913460805
TEKT3,1,0,0,0,124,6,0,5,0,136,119,119,5.47141913460805
GBP6,3,1,2,1,124,12,0,2,0,145,129,129,5.47125965361286
PRKRIR,4,1,2,0,123,14,0,1,0,145,129,129,5.47125965361286
CPT1A,3,1,0,0,153,9,0,8,0,174,162,162,5.47106503049615
TRIM67,2,3,0,0,142,5,0,1,0,153,138,138,5.47082979542751
CAPS2,1,1,0,0,106,10,0,7,0,125,107,107,5.46977947093951
DHX40,1,0,0,0,111,10,0,3,0,125,107,107,5.46977947093951
FAM111B,8,1,0,0,108,8,0,0,0,125,107,107,5.46977947093951
LRIT3,2,1,0,0,113,8,0,1,0,125,107,107,5.46977947093951
PSG7,1,1,0,0,152,12,0,1,0,167,154,154,5.46916879562022
SH3PXD2B,11,4,1,0,140,8,0,3,0,167,154,154,5.46916879562022
NOMO1,4,1,0,1,143,7,0,4,0,160,146,146,5.46896721838766
ACO1,4,4,0,0,114,9,0,4,0,135,118,118,5.467641284492
LRRC6,2,3,0,0,119,7,0,4,0,135,118,118,5.467641284492
MCM6,6,0,0,0,119,13,1,5,0,144,128,128,5.46728895490688
MRGPRX1,8,0,0,0,126,10,0,0,0,144,128,128,5.46728895490688
UBTF,5,1,1,0,113,17,0,6,1,144,128,128,5.46728895490688
USP6NL,5,5,0,1,123,8,0,2,0,144,128,128,5.46728895490688
C16orf62,2,1,4,0,115,21,0,9,0,152,137,137,5.46673401564887
CEP170B,10,1,1,0,135,5,0,0,0,152,137,137,5.46673401564887
UTP14C,6,1,2,0,104,11,0,0,0,124,106,106,5.46632807050261
RHOBTB3,7,4,0,0,91,6,0,2,0,110,91,91,5.46589827994939
TMTC2,10,2,0,0,153,10,0,4,0,179,168,168,5.46578494030494
BMP1,7,3,0,0,135,11,2,1,0,159,145,145,5.46478243345949
NTM,2,0,0,0,144,8,0,5,0,159,145,145,5.46478243345949
AREL1,1,0,1,0,115,12,0,5,0,134,117,117,5.4638610228923
CDYL,7,1,0,0,115,9,0,2,0,134,117,117,5.4638610228923
HID1,2,1,0,0,119,8,0,4,0,134,117,117,5.4638610228923
PIK3R6,0,0,0,0,125,8,0,1,0,134,117,117,5.4638610228923
UGT8,3,1,0,0,121,9,0,0,0,134,117,117,5.4638610228923
USP44,5,3,1,0,112,13,0,0,0,134,117,117,5.4638610228923
CNTROB,12,1,1,0,114,11,0,4,0,143,127,127,5.46330966724807
DDC,15,0,0,0,112,10,0,6,0,143,127,127,5.46330966724807
EEF2K,5,1,1,0,117,15,0,4,0,143,127,127,5.46330966724807
HOOK1,6,5,1,0,111,17,0,3,0,143,127,127,5.46330966724807
TAGAP,2,0,0,0,124,13,0,4,0,143,127,127,5.46330966724807
PRDM14,3,0,0,0,136,11,0,1,0,151,136,136,5.4626258808827
ZNRF3,14,3,0,1,108,23,0,2,0,151,136,136,5.4626258808827
GJA8,7,2,0,0,155,13,0,0,1,178,167,167,5.46147058882503
NTRK2,4,1,0,1,157,11,0,4,0,178,167,167,5.46147058882503
ERCC4,4,1,1,0,134,15,0,2,1,158,144,144,5.46058285626702
MCM4,8,1,0,0,129,10,0,10,0,158,144,144,5.46058285626702
PTH2R,3,3,0,0,132,16,0,4,0,158,144,144,5.46058285626702
TGM7,3,1,1,0,144,4,0,5,0,158,144,144,5.46058285626702
ZSCAN5B,2,1,0,0,141,11,0,3,0,158,144,144,5.46058285626702
SSC5D,8,4,1,0,88,6,0,1,0,108,89,89,5.46044319545695
CHD1L,1,2,0,0,115,7,0,8,0,133,116,116,5.46007873558708
IVNS1ABP,6,4,1,0,106,11,0,4,1,133,116,116,5.46007873558708
MCOLN3,3,5,1,0,110,10,0,4,0,133,116,116,5.46007873558708
RALGDS,3,1,1,0,118,6,0,4,0,133,116,116,5.46007873558708
CMTR1,7,2,1,0,108,3,0,1,0,122,104,104,5.45945348768479
GSAP,5,2,0,0,99,9,0,7,0,122,104,104,5.45945348768479
HIPK4,5,0,1,0,109,6,1,0,0,122,104,104,5.45945348768479
PDXDC1,3,0,0,0,108,7,0,4,0,122,104,104,5.45945348768479
ANKK1,3,0,2,0,129,8,0,0,0,142,126,126,5.45932195458032
TGM5,2,1,0,0,136,7,0,4,0,150,135,135,5.45850542859561
VAV2,7,2,1,0,133,5,0,2,0,150,135,135,5.45850542859561
WDPCP,3,1,0,0,126,12,0,8,0,150,135,135,5.45850542859561
LILRB5,5,2,1,0,167,8,1,5,0,189,180,180,5.45842188282912
TIGD7,4,4,1,0,82,16,0,0,0,107,88,88,5.45777376774249
DYNC1I1,5,3,0,0,159,12,0,4,0,183,173,173,5.45726658818647
UMOD,1,3,0,0,143,9,0,8,0,164,151,151,5.45640003588602
KRT73,8,3,0,0,134,9,0,3,0,157,143,143,5.45636844778624
SERPINB7,3,6,0,0,115,6,0,2,0,132,115,115,5.45629482805252
MAP2K7,9,3,1,0,97,4,0,7,0,121,103,103,5.45603202714666
ANO9,4,1,2,0,126,6,0,2,0,141,125,125,5.45532599104127
DFNB31,3,2,0,0,133,0,0,3,0,141,125,125,5.45532599104127
LPAR4,2,0,0,0,127,12,0,0,0,141,125,125,5.45532599104127
PLEKHG6,6,1,1,1,115,16,0,1,0,141,125,125,5.45532599104127
RAPGEF5,16,0,3,0,97,21,0,4,0,141,125,125,5.45532599104127
STPG2,2,0,0,0,117,17,0,4,1,141,125,125,5.45532599104127
ZNF567,7,9,0,0,117,8,0,0,0,141,125,125,5.45532599104127
IFIT2,4,1,1,0,91,7,0,0,2,106,87,87,5.45514600384701
PPP2R2A,4,2,1,0,72,17,0,9,1,106,87,87,5.45514600384701
EHHADH,9,0,0,0,128,8,0,4,0,149,134,134,5.45437270139796
MACROD2,3,1,0,0,125,12,0,8,0,149,134,134,5.45437270139796
PPP4R1,6,3,2,0,114,21,0,3,0,149,134,134,5.45437270139796
THBS3,14,2,3,0,115,10,0,5,0,149,134,134,5.45437270139796
ZNF71,3,2,2,1,136,5,0,0,0,149,134,134,5.45437270139796
INSC,4,0,0,0,150,8,0,8,0,170,158,158,5.45388426821164
OR4C12,6,4,0,0,147,11,0,0,2,170,158,158,5.45388426821164
OR6F1,5,0,0,0,161,10,0,0,0,176,165,165,5.45278697424698
GAL3ST1,2,1,1,0,110,6,0,0,0,120,102,102,5.45262233909369
H6PD,1,2,0,0,116,9,0,3,0,131,114,114,5.45250972645251
MOXD1,1,0,0,0,122,4,0,4,0,131,114,114,5.45250972645251
NPEPPS,3,0,2,1,108,13,0,4,0,131,114,114,5.45250972645251
VWA2,4,0,0,0,120,4,2,1,0,131,114,114,5.45250972645251
TMEM63C,4,0,1,0,134,10,0,7,0,156,142,142,5.45213917127145
TNPO3,5,2,1,0,133,11,0,4,0,156,142,142,5.45213917127145
ZIM2,2,2,0,0,138,12,1,1,0,156,142,142,5.45213917127145
CSF2RA,2,0,1,0,143,14,0,3,0,163,150,150,5.45211075600555
SYT4,17,1,0,0,129,15,0,1,0,163,150,150,5.45211075600555
ALS2CL,1,0,0,1,125,8,0,4,1,140,124,124,5.45132196147034
GBE1,10,1,0,0,116,11,0,2,0,140,124,124,5.45132196147034
KRT3,1,1,0,0,131,5,0,2,0,140,124,124,5.45132196147034
NAALADL1,12,4,2,0,116,4,0,2,0,140,124,124,5.45132196147034
SERPINA4,2,0,0,0,130,8,0,0,0,140,124,124,5.45132196147034
SREBF1,5,2,1,0,128,3,0,1,0,140,124,124,5.45132196147034
ZNF287,2,0,3,0,124,10,0,1,0,140,124,124,5.45132196147034
AP1G2,10,2,3,0,122,7,0,4,0,148,133,133,5.4502277473138
PLCXD3,3,3,0,0,123,16,0,3,0,148,133,133,5.4502277473138
SHANK3,9,4,0,0,133,1,0,1,0,148,133,133,5.4502277473138
SYT3,6,1,1,0,132,4,0,4,0,148,133,133,5.4502277473138
TMEM168,6,8,0,0,124,9,0,1,0,148,133,133,5.4502277473138
CALCR,2,1,0,0,169,18,1,7,0,198,191,191,5.45017844848953
RALBP1,1,1,0,0,87,9,0,6,0,104,85,85,5.45002492718076
VPS53,1,2,0,0,94,17,0,4,1,119,101,101,5.44922539386959
ABCB10,7,2,1,0,110,6,0,4,0,130,113,113,5.44872387868393
CENPI,6,0,0,0,117,4,0,3,0,130,113,113,5.44872387868393
EZH1,7,1,3,0,92,21,0,6,0,130,113,113,5.44872387868393
MARS,5,1,0,0,113,9,0,2,0,130,113,113,5.44872387868393
MC5R,1,0,0,0,125,3,0,0,1,130,113,113,5.44872387868393
JAKMIP3,2,0,0,0,136,9,0,8,0,155,141,141,5.44789499239855
KRBA1,3,2,0,0,139,8,0,3,0,155,141,141,5.44789499239855
LPIN2,9,0,3,0,132,7,0,4,0,155,141,141,5.44789499239855
ZNF750,15,10,0,0,100,26,0,0,4,155,141,141,5.44789499239855
FASTKD2,1,0,1,0,93,7,0,1,0,103,84,84,5.44753665974408
SPIRE1,2,1,0,0,88,10,1,1,0,103,84,84,5.44753665974408
SLC22A7,4,1,1,0,127,2,0,3,1,139,123,123,5.4473100619439
LDLR,6,1,0,0,129,9,0,2,0,147,132,132,5.44607062006513
SSTR4,4,1,0,0,138,4,0,0,0,147,132,132,5.44607062006513
TFAP2B,6,1,0,0,128,7,1,3,1,147,132,132,5.44607062006513
GAS2L3,2,0,0,0,105,10,0,1,0,118,100,100,5.44584220987269
GNPAT,0,1,2,0,107,6,0,2,0,118,100,100,5.44584220987269
KIF2A,7,1,2,0,94,11,0,3,0,118,100,100,5.44584220987269
RANBP3L,6,1,0,0,89,13,1,8,0,118,100,100,5.44584220987269
ZNF490,8,2,1,0,97,10,0,0,0,118,100,100,5.44584220987269
OR5T2,5,0,1,0,174,5,0,0,1,186,177,177,5.44526406979846
OR2T2,0,1,0,0,163,4,0,0,0,168,156,156,5.4451877903751
DHX35,3,3,0,1,106,9,0,7,0,129,112,112,5.44493775548118
KIAA1324,3,3,0,1,107,8,0,7,0,129,112,112,5.44493775548118
PFKFB1,1,1,0,0,104,17,0,6,0,129,112,112,5.44493775548118
ZFYVE1,2,1,2,0,113,10,0,1,0,129,112,112,5.44493775548118
BCR,5,1,3,0,155,8,0,2,0,174,163,163,5.44402919289209
FGFR1,1,1,0,0,142,6,0,4,0,154,140,140,5.44363587941599
OR2AK2,1,0,1,0,146,4,0,0,2,154,140,140,5.44363587941599
SEZ6,7,3,1,0,130,8,0,5,0,154,140,140,5.44363587941599
CRMP1,7,1,0,0,143,5,0,5,0,161,148,148,5.44348213011634
FSTL4,11,1,3,0,139,4,0,2,1,161,148,148,5.44348213011634
KSR1,13,5,0,0,129,9,1,3,1,161,148,148,5.44348213011634
IL18R1,3,0,1,0,119,9,1,5,0,138,122,122,5.44329050033929
KCTD7,3,1,0,0,123,9,0,2,0,138,122,122,5.44329050033929
MED24,8,3,0,0,112,8,0,6,1,138,122,122,5.44329050033929
MPP6,5,3,0,0,117,10,1,2,0,138,122,122,5.44329050033929
PLA2G6,3,0,0,0,127,4,0,4,0,138,122,122,5.44329050033929
ZNF645,2,2,0,0,126,8,0,0,0,138,122,122,5.44329050033929
CEP70,4,2,1,0,93,10,0,5,2,117,99,99,5.44247385616775
PRPF38B,10,1,2,0,81,22,0,1,0,117,99,99,5.44247385616775
FAM83G,3,2,0,0,127,13,0,1,0,146,131,131,5.44190137937107
HNF1A,19,2,0,0,113,7,0,5,0,146,131,131,5.44190137937107
MAP3K6,9,2,0,1,114,15,0,5,0,146,131,131,5.44190137937107
TRIM3,0,2,1,0,132,8,0,3,0,146,131,131,5.44190137937107
ZNF33B,4,0,2,0,125,15,0,0,0,146,131,131,5.44190137937107
IL21R,8,2,0,0,143,13,0,1,0,167,155,155,5.44081260135918
ZNF341,7,4,0,0,141,11,0,4,0,167,155,155,5.44081260135918
TSR1,3,1,1,0,87,7,0,1,0,100,81,81,5.440394132425
PCSK2,3,2,0,1,155,10,0,2,0,173,162,162,5.43962212802204
TGFBR2,7,6,5,0,126,23,0,6,0,173,162,162,5.43962212802204
TRIM49,2,1,1,0,136,7,0,5,1,153,139,139,5.43936180330377
CAPN5,1,0,1,0,126,8,0,1,0,137,121,121,5.43926349692939
CNOT4,8,1,1,0,110,16,0,1,0,137,121,121,5.43926349692939
NTN4,3,0,0,0,121,11,0,2,0,137,121,121,5.43926349692939
OSBPL5,7,0,0,1,117,8,0,4,0,137,121,121,5.43926349692939
PHC3,5,0,2,0,117,10,0,3,0,137,121,121,5.43926349692939
TYW1B,3,0,0,0,114,16,0,4,0,137,121,121,5.43926349692939
CSRNP3,3,2,0,0,135,16,0,3,1,160,147,147,5.43914261089972
ITGA2B,6,0,0,0,143,9,0,2,0,160,147,147,5.43914261089972
OR2T1,4,1,2,0,144,8,1,0,0,160,147,147,5.43914261089972
SLC24A2,2,5,1,0,140,8,0,4,0,160,147,147,5.43914261089972
ZNF226,11,4,2,0,125,16,0,2,0,160,147,147,5.43914261089972
AOC3,8,3,0,0,126,7,0,0,1,145,130,130,5.43772009126282
MAP4K1,5,0,0,0,127,7,1,4,1,145,130,130,5.43772009126282
SEC23B,6,1,2,0,122,11,0,3,0,145,130,130,5.43772009126282
DLG3,4,2,2,0,105,11,0,3,0,127,110,110,5.43736668696969
IL17RD,3,0,0,0,115,8,0,1,0,127,110,110,5.43736668696969
KIR3DX1,1,0,0,0,111,11,0,3,1,127,110,110,5.43736668696969
UBA7,2,0,1,0,110,8,0,5,1,127,110,110,5.43736668696969
VPS18,6,2,1,0,111,7,0,0,0,127,110,110,5.43736668696969
INCENP,5,1,2,1,121,5,0,1,0,136,120,120,5.43522928500964
PKD2L2,14,3,1,0,102,14,0,2,0,136,120,120,5.43522928500964
CD5L,2,2,1,0,154,12,0,1,0,172,161,161,5.43519608484453
ZNF648,4,1,0,0,160,7,0,0,0,172,161,161,5.43519608484453
GBA3,4,3,0,0,126,17,0,2,0,152,138,138,5.43507273794105
KYNU,6,5,0,0,118,9,0,14,0,152,138,138,5.43507273794105
PSG9,4,2,0,0,132,9,1,4,0,152,138,138,5.43507273794105
AP4B1,1,0,0,0,117,8,0,0,0,126,109,109,5.43358280816371
CDHR5,3,2,2,0,109,4,0,6,0,126,109,109,5.43358280816371
GART,1,1,1,0,114,6,1,2,0,126,109,109,5.43358280816371
DCST2,3,4,2,0,124,7,0,4,0,144,129,129,5.43352682841553
EXT1,4,3,0,0,121,11,0,5,0,144,129,129,5.43352682841553
PRAMEF11,2,1,1,0,125,14,0,1,0,144,129,129,5.43352682841553
ZBTB46,3,1,0,0,127,12,0,1,0,144,129,129,5.43352682841553
GPR156,1,2,1,0,142,16,0,3,0,165,153,153,5.43200770848529
RPAP3,1,1,0,0,79,7,1,7,0,96,77,77,5.43174087483378
CD33,1,0,0,0,127,2,0,5,0,135,119,119,5.43118811155946
GDPD2,7,1,0,0,110,13,0,4,0,135,119,119,5.43118811155946
HJURP,2,1,2,0,116,14,0,0,0,135,119,119,5.43118811155946
MDM1,5,4,0,0,109,14,0,3,0,135,119,119,5.43118811155946
R3HCC1L,6,1,0,0,118,8,0,2,0,135,119,119,5.43118811155946
SIK2,10,3,2,0,99,17,0,4,0,135,119,119,5.43118811155946
DBH,3,0,1,0,136,7,0,4,0,151,137,137,5.43076866028276
GLP2R,3,0,1,0,139,4,0,4,0,151,137,137,5.43076866028276
OR5M3,10,1,0,0,136,4,0,0,0,151,137,137,5.43076866028276
CPT1C,4,1,1,0,153,7,0,5,0,171,160,160,5.43075091507715
MCM3,3,1,1,0,108,8,1,3,0,125,108,108,5.42980078961706
TFEC,4,0,0,0,100,13,0,8,0,125,108,108,5.42980078961706
COPG1,2,0,0,0,124,10,0,7,0,143,128,128,5.42932167049781
EPB41L5,16,5,1,0,105,12,0,4,0,143,128,128,5.42932167049781
N4BP1,6,2,0,0,123,7,1,4,0,143,128,128,5.42932167049781
ENPP6,1,0,0,0,103,7,0,2,0,113,95,95,5.4291720593249
ZNF326,7,1,1,0,84,14,0,6,0,113,95,95,5.4291720593249
CCSER2,8,2,0,0,114,9,0,1,0,134,118,118,5.42714023794021
ETV1,9,2,0,0,110,7,0,6,0,134,118,118,5.42714023794021
NOM1,4,4,0,0,121,4,0,1,0,134,118,118,5.42714023794021
PCSK7,4,1,0,0,116,6,0,7,0,134,118,118,5.42714023794021
AHRR,2,2,0,0,137,3,0,6,0,150,136,136,5.42644955054573
CALCRL,4,0,0,0,137,5,0,4,0,150,136,136,5.42644955054573
EML4,12,2,0,0,117,13,0,6,0,150,136,136,5.42644955054573
LRIT1,6,1,0,0,136,7,0,0,0,150,136,136,5.42644955054573
OR2T27,2,0,0,0,140,7,0,0,1,150,136,136,5.42644955054573
OR5H1,10,4,0,0,127,7,0,0,2,150,136,136,5.42644955054573
FCRL4,1,2,0,0,151,12,0,10,0,176,166,166,5.42630669268283
SPOP,3,2,1,0,161,6,0,3,0,176,166,166,5.42630669268283
OR4S2,6,1,0,0,135,13,0,0,2,157,144,144,5.42602220527799
COG4,1,0,0,0,111,7,0,5,0,124,107,107,5.42602123517199
ERAP1,7,2,0,0,100,13,0,2,0,124,107,107,5.42602123517199
MCMDC2,2,1,0,0,108,11,0,2,0,124,107,107,5.42602123517199
ADD1,7,0,4,1,117,10,0,3,0,142,127,127,5.42510470454004
BPIFC,1,4,0,0,116,6,0,15,0,142,127,127,5.42510470454004
BTN1A1,4,1,0,0,122,12,0,3,0,142,127,127,5.42510470454004
HRG,1,0,0,0,128,13,0,0,0,142,127,127,5.42510470454004
PIBF1,9,7,0,0,100,22,0,4,0,142,127,127,5.42510470454004
TARS2,3,0,0,0,126,10,0,3,0,142,127,127,5.42510470454004
TMTC4,4,0,1,1,119,11,0,6,0,142,127,127,5.42510470454004
BPIFB4,3,0,2,0,145,7,0,6,0,163,151,151,5.42312930395989
PAM,9,3,0,0,136,10,0,5,0,163,151,151,5.42312930395989
ATP6V0A2,6,0,2,0,103,17,0,5,0,133,117,117,5.42308594063191
CCNT1,4,3,0,0,104,13,5,3,1,133,117,117,5.42308594063191
CLK2,2,3,1,0,115,10,0,2,0,133,117,117,5.42308594063191
ZNF630,0,0,0,0,121,10,0,2,0,133,117,117,5.42308594063191
ZNF92,6,3,0,0,94,8,0,0,0,111,93,93,5.42264215948355
ATG9A,3,1,0,0,108,6,0,5,0,123,106,106,5.42224477961146
EXOC3,2,0,0,0,111,7,0,2,1,123,106,106,5.42224477961146
SHKBP1,3,1,1,0,112,4,0,2,0,123,106,106,5.42224477961146
ZNF461,7,0,2,0,105,9,0,0,0,123,106,106,5.42224477961146
ZNF486,9,2,0,0,102,7,0,3,0,123,106,106,5.42224477961146
FBXL13,5,1,0,0,120,18,1,4,0,149,135,135,5.42211539240498
FSD2,8,0,1,0,127,11,0,2,0,149,135,135,5.42211539240498
PRKD2,7,1,1,0,131,5,0,4,0,149,135,135,5.42211539240498
LRRC43,11,2,0,0,136,4,0,3,0,156,143,143,5.42161450862836
NPHP1,5,1,2,0,129,17,0,2,0,156,143,143,5.42161450862836
CEP89,3,0,2,0,107,20,0,9,0,141,126,126,5.42087602532271
NUP93,3,0,0,0,116,17,0,5,0,141,126,126,5.42087602532271
ZNF527,2,2,0,0,130,7,0,0,0,141,126,126,5.42087602532271
